kind_a,key_a,kind_b,key_b,matches,wins,win_rate
ability,bloodseeker_blood_bath,ability,leshrac_pulse_nova,25,15,0.600000
ability,bloodseeker_blood_bath,ability,muerta_dead_shot,25,12,0.480000
ability,bloodseeker_blood_bath,ability,phoenix_icarus_dive,25,15,0.600000
ability,bloodseeker_blood_bath,ability,pugna_nether_blast,25,12,0.480000
ability,bloodseeker_blood_bath,ability,razor_eye_of_the_storm,25,14,0.560000
ability,bloodseeker_blood_bath,ability,silencer_curse_of_the_silent,25,14,0.560000
ability,bloodseeker_blood_bath,ability,skywrath_mage_concussive_shot,25,14,0.560000
ability,bloodseeker_blood_bath,ability,tusk_snowball,25,16,0.640000
ability,bloodseeker_blood_bath,ability,undying_decay,25,16,0.640000
ability,bloodseeker_blood_bath,ability,vengefulspirit_command_aura,25,15,0.600000
ability,bloodseeker_blood_bath,ability,void_spirit_aether_remnant,25,12,0.480000
ability,bloodseeker_bloodrage,ability,alchemist_unstable_concoction,25,14,0.560000
ability,bloodseeker_bloodrage,ability,ancient_apparition_ice_blast,25,15,0.600000
ability,bloodseeker_bloodrage,ability,arc_warden_flux,25,14,0.560000
ability,bloodseeker_bloodrage,ability,disruptor_thunder_strike,25,10,0.400000
ability,bloodseeker_bloodrage,ability,jakiro_macropyre,25,9,0.360000
ability,bloodseeker_bloodrage,ability,kunkka_ghostship,25,12,0.480000
ability,bloodseeker_bloodrage,ability,lina_fiery_soul,25,11,0.440000
ability,bloodseeker_bloodrage,ability,luna_eclipse,25,13,0.520000
ability,bloodseeker_bloodrage,ability,queenofpain_shadow_strike,25,9,0.360000
ability,bloodseeker_bloodrage,ability,riki_blink_strike,25,13,0.520000
ability,bloodseeker_bloodrage,ability,snapfire_mortimer_kisses,25,12,0.480000
ability,bloodseeker_bloodrage,ability,vengefulspirit_nether_swap,25,11,0.440000
ability,bloodseeker_rupture,ability,abaddon_aphotic_shield,25,12,0.480000
ability,bloodseeker_rupture,ability,enigma_midnight_pulse,25,16,0.640000
ability,bloodseeker_rupture,ability,gyrocopter_flak_cannon,25,13,0.520000
ability,bloodseeker_rupture,ability,invoker_forge_spirit_ad,25,16,0.640000
ability,bloodseeker_rupture,ability,phoenix_fire_spirits,25,16,0.640000
ability,bloodseeker_rupture,ability,slardar_sprint,25,13,0.520000
ability,bloodseeker_rupture,ability,templar_assassin_meld,25,16,0.640000
ability,bloodseeker_rupture,ability,wisp_overcharge,25,10,0.400000
ability,bloodseeker_thirst,ability,arc_warden_flux,25,13,0.520000
ability,bloodseeker_thirst,ability,chaos_knight_phantasm,25,9,0.360000
ability,bloodseeker_thirst,ability,dark_seer_vacuum,25,8,0.320000
ability,bloodseeker_thirst,ability,dragon_knight_breathe_fire,25,15,0.600000
ability,bloodseeker_thirst,ability,hoodwink_sharpshooter,25,15,0.600000
ability,bloodseeker_thirst,ability,nevermore_dark_lord,25,16,0.640000
ability,bloodseeker_thirst,ability,pudge_dismember,25,12,0.480000
ability,bloodseeker_thirst,ability,shredder_chakram,25,16,0.640000
ability,bloodseeker_thirst,ability,witch_doctor_paralyzing_cask,25,12,0.480000
ability,bounty_hunter_jinada,ability,abyssal_underlord_atrophy_aura,25,14,0.560000
ability,bounty_hunter_jinada,ability,muerta_pierce_the_veil,25,13,0.520000
ability,bounty_hunter_jinada,ability,terrorblade_conjure_image,25,14,0.560000
ability,bounty_hunter_jinada,ability,void_spirit_astral_step,25,15,0.600000
ability,bounty_hunter_jinada,ability,wisp_overcharge,25,8,0.320000
ability,bounty_hunter_shuriken_toss,ability,storm_spirit_ball_lightning,25,11,0.440000
ability,bounty_hunter_track,ability,alchemist_acid_spray,25,11,0.440000
ability,bounty_hunter_track,ability,antimage_counterspell,25,12,0.480000
ability,bounty_hunter_track,ability,arc_warden_magnetic_field,25,14,0.560000
ability,bounty_hunter_track,ability,chaos_knight_reality_rift,25,14,0.560000
ability,bounty_hunter_track,ability,marci_companion_run,25,9,0.360000
ability,bounty_hunter_track,ability,muerta_gunslinger,25,12,0.480000
ability,bounty_hunter_track,ability,ogre_magi_bloodlust,25,11,0.440000
ability,bounty_hunter_wind_walk,ability,alchemist_acid_spray,25,12,0.480000
ability,bounty_hunter_wind_walk,ability,disruptor_kinetic_field,25,10,0.400000
ability,bounty_hunter_wind_walk,ability,legion_commander_moment_of_courage,25,18,0.720000
ability,bounty_hunter_wind_walk,ability,ogre_magi_bloodlust,25,14,0.560000
ability,bounty_hunter_wind_walk,ability,silencer_curse_of_the_silent,25,14,0.560000
ability,bounty_hunter_wind_walk,ability,slark_pounce,25,14,0.560000
ability,bounty_hunter_wind_walk,ability,techies_suicide,25,15,0.600000
ability,brewmaster_drunken_brawler,ability,disruptor_static_storm,25,10,0.400000
ability,brewmaster_drunken_brawler,ability,elder_titan_earth_splitter,25,14,0.560000
ability,brewmaster_drunken_brawler,ability,legion_commander_press_the_attack,25,9,0.360000
ability,brewmaster_drunken_brawler,ability,phoenix_icarus_dive,25,15,0.600000
ability,brewmaster_primal_split,ability,dawnbreaker_luminosity,25,15,0.600000
ability,brewmaster_primal_split,ability,ember_spirit_flame_guard,25,11,0.440000
ability,brewmaster_thunder_clap,ability,shredder_reactive_armor,25,15,0.600000
ability,bristleback_bristleback,ability,legion_commander_duel,25,13,0.520000
ability,bristleback_bristleback,ability,void_spirit_resonant_pulse,25,11,0.440000
ability,bristleback_quill_spray,ability,void_spirit_resonant_pulse,25,7,0.280000
ability,bristleback_viscous_nasal_goo,ability,tusk_walrus_punch,25,8,0.320000
ability,bristleback_warpath,ability,dawnbreaker_fire_wreath,25,13,0.520000
ability,broodmother_incapacitating_bite,ability,abaddon_borrowed_time,25,14,0.560000
ability,broodmother_incapacitating_bite,ability,silencer_last_word,25,13,0.520000
ability,broodmother_incapacitating_bite,ability,spirit_breaker_bulldoze,25,10,0.400000
ability,broodmother_incapacitating_bite,ability,void_spirit_dissimilate,25,14,0.560000
ability,broodmother_insatiable_hunger,ability,alchemist_acid_spray,25,10,0.400000
ability,broodmother_insatiable_hunger,ability,doom_bringer_devour,25,16,0.640000
ability,broodmother_spawn_spiderlings,ability,abyssal_underlord_firestorm,25,11,0.440000
ability,broodmother_spawn_spiderlings,ability,magnataur_shockwave,25,11,0.440000
ability,broodmother_spawn_spiderlings,ability,snapfire_lil_shredder,25,6,0.240000
ability,broodmother_spawn_spiderlings,ability,terrorblade_reflection,25,11,0.440000
ability,broodmother_spawn_spiderlings,ability,ursa_overpower,25,5,0.200000
ability,broodmother_spawn_spiderlings,ability,weaver_geminate_attack,25,6,0.240000
ability,broodmother_spin_web,ability,dark_willow_shadow_realm,25,16,0.640000
ability,broodmother_spin_web,ability,grimstroke_dark_artistry,25,10,0.400000
ability,broodmother_spin_web,ability,hoodwink_bushwhack,25,15,0.600000
ability,broodmother_spin_web,ability,keeper_of_the_light_illuminate,25,13,0.520000
ability,broodmother_spin_web,ability,lycan_feral_impulse,25,13,0.520000
ability,centaur_double_edge,ability,huskar_inner_fire,25,11,0.440000
ability,centaur_hoof_stomp,ability,ember_spirit_flame_guard,25,14,0.560000
ability,centaur_return,ability,grimstroke_spirit_walk,25,11,0.440000
ability,centaur_return,ability,marci_companion_run,25,14,0.560000
ability,centaur_return,ability,techies_suicide,25,9,0.360000
ability,centaur_stampede,ability,earth_spirit_rolling_boulder,25,14,0.560000
ability,chaos_knight_chaos_bolt,ability,keeper_of_the_light_illuminate,25,11,0.440000
ability,chaos_knight_chaos_bolt,ability,legion_commander_press_the_attack,25,14,0.560000
ability,chaos_knight_chaos_bolt,ability,marci_companion_run,25,14,0.560000
ability,chaos_knight_chaos_bolt,ability,marci_unleash,25,17,0.680000
ability,chaos_knight_chaos_bolt,ability,medusa_stone_gaze,25,9,0.360000
ability,chaos_knight_chaos_bolt,ability,snapfire_firesnap_cookie,25,12,0.480000
ability,chaos_knight_chaos_bolt,ability,snapfire_scatterblast,25,13,0.520000
ability,chaos_knight_chaos_strike,ability,troll_warlord_whirling_axes_ranged,25,16,0.640000
ability,chaos_knight_chaos_strike,ability,wisp_relocate,25,10,0.400000
ability,chaos_knight_phantasm,ability,centaur_return,25,11,0.440000
ability,chaos_knight_phantasm,ability,legion_commander_press_the_attack,25,14,0.560000
ability,chaos_knight_phantasm,ability,tusk_ice_shards,25,15,0.600000
ability,chaos_knight_reality_rift,ability,antimage_counterspell,25,11,0.440000
ability,chaos_knight_reality_rift,ability,medusa_split_shot,25,10,0.400000
ability,chen_hand_of_god,ability,bristleback_bristleback,25,14,0.560000
ability,chen_hand_of_god,ability,skywrath_mage_concussive_shot,25,14,0.560000
ability,chen_penitence,ability,disruptor_static_storm,25,7,0.280000
ability,chen_penitence,ability,slark_pounce,25,12,0.480000
ability,chen_penitence,ability,visage_soul_assumption,25,8,0.320000
ability,chen_penitence,ability,visage_summon_familiars,25,12,0.480000
ability,clinkz_death_pact,ability,lone_druid_true_form,25,11,0.440000
ability,clinkz_death_pact,ability,treant_overgrowth,25,12,0.480000
ability,clinkz_searing_arrows,ability,bristleback_warpath,25,7,0.280000
ability,clinkz_searing_arrows,ability,hoodwink_scurry,25,11,0.440000
ability,clinkz_searing_arrows,ability,keeper_of_the_light_spirit_form,25,13,0.520000
ability,clinkz_searing_arrows,ability,lycan_howl,25,12,0.480000
ability,clinkz_searing_arrows,ability,magnataur_empower,25,14,0.560000
ability,clinkz_strafe,ability,disruptor_static_storm,25,12,0.480000
ability,clinkz_strafe,ability,dragon_knight_wyrms_wrath,25,9,0.360000
ability,clinkz_strafe,ability,marci_bodyguard,25,13,0.520000
ability,clinkz_strafe,ability,monkey_king_boundless_strike,25,12,0.480000
ability,clinkz_strafe,ability,naga_siren_mirror_image,25,9,0.360000
ability,clinkz_strafe,ability,spectre_shadow_step,25,10,0.400000
ability,clinkz_strafe,ability,ursa_overpower,25,11,0.440000
ability,clinkz_wind_walk,ability,earth_spirit_rolling_boulder,25,10,0.400000
ability,clinkz_wind_walk,ability,enchantress_enchant,25,18,0.720000
ability,clinkz_wind_walk,ability,hoodwink_scurry,25,11,0.440000
ability,clinkz_wind_walk,ability,phoenix_icarus_dive,25,13,0.520000
ability,clinkz_wind_walk,ability,troll_warlord_whirling_axes_ranged,25,14,0.560000
ability,clinkz_wind_walk,ability,winter_wyvern_cold_embrace,25,11,0.440000
ability,crystal_maiden_crystal_nova,ability,ancient_apparition_chilling_touch,25,9,0.360000
ability,crystal_maiden_crystal_nova,ability,chaos_knight_chaos_bolt,25,14,0.560000
ability,crystal_maiden_crystal_nova,ability,dazzle_shadow_wave,25,9,0.360000
ability,crystal_maiden_crystal_nova,ability,leshrac_lightning_storm,25,8,0.320000
ability,crystal_maiden_crystal_nova,ability,pugna_decrepify,25,11,0.440000
ability,crystal_maiden_freezing_field,ability,alchemist_acid_spray,25,8,0.320000
ability,crystal_maiden_freezing_field,ability,dawnbreaker_fire_wreath,25,6,0.240000
ability,crystal_maiden_freezing_field,ability,hoodwink_scurry,25,16,0.640000
ability,crystal_maiden_freezing_field,ability,oracle_fates_edict,25,11,0.440000
ability,crystal_maiden_freezing_field,ability,pangolier_shield_crash,25,13,0.520000
ability,crystal_maiden_freezing_field,ability,phantom_assassin_phantom_strike,25,7,0.280000
ability,crystal_maiden_freezing_field,ability,spirit_breaker_greater_bash,25,16,0.640000
ability,crystal_maiden_freezing_field,ability,wisp_tether,25,16,0.640000
ability,crystal_maiden_frostbite,ability,alchemist_acid_spray,25,10,0.400000
ability,crystal_maiden_frostbite,ability,batrider_flaming_lasso,25,13,0.520000
ability,crystal_maiden_frostbite,ability,gyrocopter_rocket_barrage,25,13,0.520000
ability,crystal_maiden_frostbite,ability,magnataur_reverse_polarity,25,8,0.320000
ability,dark_seer_ion_shell,ability,ember_spirit_searing_chains,25,14,0.560000
ability,dark_seer_ion_shell,ability,enchantress_natures_attendants,25,15,0.600000
ability,dark_seer_ion_shell,ability,gyrocopter_homing_missile,25,13,0.520000
ability,dark_seer_ion_shell,ability,hoodwink_sharpshooter,25,6,0.240000
ability,dark_seer_ion_shell,ability,naga_siren_song_of_the_siren,25,8,0.320000
ability,dark_seer_ion_shell,ability,phoenix_fire_spirits,25,14,0.560000
ability,dark_seer_ion_shell,ability,ursa_earthshock,25,9,0.360000
ability,dark_seer_surge,ability,chaos_knight_phantasm,25,12,0.480000
ability,dark_seer_surge,ability,ember_spirit_sleight_of_fist,25,15,0.600000
ability,dark_seer_surge,ability,snapfire_mortimer_kisses,25,12,0.480000
ability,dark_seer_surge,ability,spectre_haunt,25,15,0.600000
ability,dark_seer_surge,ability,wisp_overcharge,25,11,0.440000
ability,dark_seer_vacuum,ability,silencer_curse_of_the_silent,25,16,0.640000
ability,dark_seer_vacuum,ability,tusk_snowball,25,14,0.560000
ability,dark_seer_wall_of_replica,ability,batrider_sticky_napalm,25,11,0.440000
ability,dark_seer_wall_of_replica,ability,centaur_return,25,9,0.360000
ability,dark_seer_wall_of_replica,ability,disruptor_thunder_strike,25,13,0.520000
ability,dark_seer_wall_of_replica,ability,enchantress_natures_attendants,25,12,0.480000
ability,dark_seer_wall_of_replica,ability,gyrocopter_rocket_barrage,25,13,0.520000
ability,dark_seer_wall_of_replica,ability,rubick_fade_bolt,25,14,0.560000
ability,dark_seer_wall_of_replica,ability,visage_grave_chill,25,17,0.680000
ability,dark_willow_shadow_realm,ability,hoodwink_bushwhack,25,14,0.560000
ability,dark_willow_shadow_realm,ability,pangolier_shield_crash,25,17,0.680000
ability,dazzle_nothl_projection,ability,snapfire_lil_shredder,25,6,0.240000
ability,dazzle_poison_touch,ability,arc_warden_flux,25,11,0.440000
ability,dazzle_poison_touch,ability,clinkz_searing_arrows,25,11,0.440000
ability,dazzle_poison_touch,ability,drow_ranger_wave_of_silence,25,19,0.760000
ability,dazzle_poison_touch,ability,life_stealer_infest,25,12,0.480000
ability,dazzle_poison_touch,ability,silencer_last_word,25,9,0.360000
ability,dazzle_poison_touch,ability,spectre_spectral_dagger,25,8,0.320000
ability,dazzle_poison_touch,ability,treant_overgrowth,25,15,0.600000
ability,dazzle_shadow_wave,ability,batrider_sticky_napalm,25,13,0.520000
ability,dazzle_shadow_wave,ability,magnataur_reverse_polarity,25,18,0.720000
ability,dazzle_shadow_wave,ability,medusa_stone_gaze,25,13,0.520000
ability,dazzle_shadow_wave,ability,naga_siren_song_of_the_siren,25,12,0.480000
ability,dazzle_shadow_wave,ability,ogre_magi_bloodlust,25,13,0.520000
ability,dazzle_shadow_wave,ability,ogre_magi_fireblast,25,11,0.440000
ability,dazzle_shadow_wave,ability,terrorblade_sunder,25,14,0.560000
ability,dazzle_shadow_wave,ability,winter_wyvern_winters_curse,25,11,0.440000
ability,dazzle_shadow_wave,ability,wisp_overcharge,25,14,0.560000
ability,dazzle_shallow_grave,ability,chaos_knight_chaos_strike,25,14,0.560000
ability,dazzle_shallow_grave,ability,dark_seer_ion_shell,25,14,0.560000
ability,dazzle_shallow_grave,ability,doom_bringer_doom,25,11,0.440000
ability,dazzle_shallow_grave,ability,gyrocopter_flak_cannon,25,13,0.520000
ability,dazzle_shallow_grave,ability,leshrac_split_earth,25,16,0.640000
ability,dazzle_shallow_grave,ability,life_stealer_feast,25,12,0.480000
ability,dazzle_shallow_grave,ability,medusa_stone_gaze,25,10,0.400000
ability,dazzle_shallow_grave,ability,muerta_dead_shot,25,13,0.520000
ability,dazzle_shallow_grave,ability,naga_siren_ensnare,25,11,0.440000
ability,dazzle_shallow_grave,ability,slark_pounce,25,12,0.480000
ability,dazzle_shallow_grave,ability,snapfire_firesnap_cookie,25,13,0.520000
ability,death_prophet_carrion_swarm,ability,ember_spirit_fire_remnant,25,10,0.400000
ability,death_prophet_carrion_swarm,ability,muerta_gunslinger,25,14,0.560000
ability,death_prophet_carrion_swarm,ability,shadow_demon_demonic_purge,25,19,0.760000
ability,death_prophet_carrion_swarm,ability,shadow_demon_disruption,25,17,0.680000
ability,death_prophet_carrion_swarm,ability,shredder_reactive_armor,25,10,0.400000
ability,death_prophet_carrion_swarm,ability,treant_leech_seed,25,11,0.440000
ability,death_prophet_carrion_swarm,ability,undying_decay,25,15,0.600000
ability,death_prophet_carrion_swarm,ability,vengefulspirit_nether_swap,25,11,0.440000
ability,death_prophet_carrion_swarm,ability,windrunner_focusfire,25,20,0.800000
ability,death_prophet_exorcism,ability,chaos_knight_chaos_bolt,25,12,0.480000
ability,death_prophet_exorcism,ability,ember_spirit_sleight_of_fist,25,10,0.400000
ability,death_prophet_exorcism,ability,jakiro_ice_path,25,12,0.480000
ability,death_prophet_exorcism,ability,legion_commander_moment_of_courage,25,12,0.480000
ability,death_prophet_exorcism,ability,oracle_fortunes_end,25,12,0.480000
ability,death_prophet_exorcism,ability,pugna_decrepify,25,9,0.360000
ability,death_prophet_exorcism,ability,snapfire_lil_shredder,25,12,0.480000
ability,death_prophet_exorcism,ability,templar_assassin_psi_blades,25,10,0.400000
ability,death_prophet_silence,ability,beastmaster_primal_roar,25,14,0.560000
ability,death_prophet_silence,ability,furion_wrath_of_nature,25,10,0.400000
ability,death_prophet_spirit_siphon,ability,grimstroke_ink_creature,25,12,0.480000
ability,disruptor_glimpse,ability,dark_willow_terrorize,25,12,0.480000
ability,disruptor_glimpse,ability,elder_titan_earth_splitter,25,11,0.440000
ability,disruptor_glimpse,ability,marci_grapple,25,12,0.480000
ability,disruptor_glimpse,ability,pangolier_gyroshell,25,13,0.520000
ability,disruptor_glimpse,ability,wisp_tether,25,14,0.560000
ability,disruptor_kinetic_field,ability,grimstroke_ink_creature,25,17,0.680000
ability,disruptor_kinetic_field,ability,magnataur_reverse_polarity,25,14,0.560000
ability,disruptor_kinetic_field,ability,muerta_the_calling,25,11,0.440000
ability,disruptor_kinetic_field,ability,snapfire_mortimer_kisses,25,11,0.440000
ability,disruptor_static_storm,ability,death_prophet_spirit_siphon,25,12,0.480000
ability,disruptor_static_storm,ability,earth_spirit_rolling_boulder,25,11,0.440000
ability,disruptor_static_storm,ability,grimstroke_spirit_walk,25,17,0.680000
ability,disruptor_thunder_strike,ability,grimstroke_dark_artistry,25,14,0.560000
ability,disruptor_thunder_strike,ability,mars_spear,25,11,0.440000
ability,doom_bringer_devour,ability,arc_warden_flux,25,12,0.480000
ability,doom_bringer_devour,ability,dark_willow_shadow_realm,25,12,0.480000
ability,doom_bringer_devour,ability,hoodwink_bushwhack,25,12,0.480000
ability,doom_bringer_devour,ability,medusa_split_shot,25,10,0.400000
ability,doom_bringer_devour,ability,slark_pounce,25,9,0.360000
ability,doom_bringer_devour,ability,slark_shadow_dance,25,19,0.760000
ability,doom_bringer_devour,ability,snapfire_firesnap_cookie,25,13,0.520000
ability,doom_bringer_devour,ability,treant_leech_seed,25,12,0.480000
ability,doom_bringer_devour,ability,troll_warlord_fervor,25,13,0.520000
ability,doom_bringer_devour,ability,void_spirit_aether_remnant,25,7,0.280000
ability,doom_bringer_doom,ability,ancient_apparition_chilling_touch,25,9,0.360000
ability,doom_bringer_doom,ability,chaos_knight_reality_rift,25,14,0.560000
ability,doom_bringer_doom,ability,legion_commander_moment_of_courage,25,13,0.520000
ability,doom_bringer_doom,ability,oracle_purifying_flames,25,8,0.320000
ability,doom_bringer_doom,ability,silencer_last_word,25,13,0.520000
ability,doom_bringer_doom,ability,terrorblade_metamorphosis,25,12,0.480000
ability,doom_bringer_doom,ability,winter_wyvern_cold_embrace,25,14,0.560000
ability,doom_bringer_doom,ability,winter_wyvern_splinter_blast,25,16,0.640000
ability,doom_bringer_doom,ability,wisp_tether,25,11,0.440000
ability,doom_bringer_infernal_blade,ability,dawnbreaker_luminosity,25,12,0.480000
ability,doom_bringer_infernal_blade,ability,invoker_cold_snap_ad,25,14,0.560000
ability,doom_bringer_infernal_blade,ability,muerta_gunslinger,25,10,0.400000
ability,doom_bringer_infernal_blade,ability,tusk_ice_shards,25,10,0.400000
ability,doom_bringer_scorched_earth,ability,abyssal_underlord_firestorm,25,9,0.360000
ability,doom_bringer_scorched_earth,ability,ember_spirit_sleight_of_fist,25,13,0.520000
ability,doom_bringer_scorched_earth,ability,lycan_shapeshift,25,10,0.400000
ability,doom_bringer_scorched_earth,ability,medusa_stone_gaze,25,10,0.400000
ability,doom_bringer_scorched_earth,ability,phoenix_fire_spirits,25,14,0.560000
ability,doom_bringer_scorched_earth,ability,slark_dark_pact,25,8,0.320000
ability,doom_bringer_scorched_earth,ability,spirit_breaker_bulldoze,25,16,0.640000
ability,doom_bringer_scorched_earth,ability,treant_leech_seed,25,8,0.320000
ability,dragon_knight_breathe_fire,ability,centaur_return,25,14,0.560000
ability,dragon_knight_breathe_fire,ability,chaos_knight_chaos_bolt,25,14,0.560000
ability,dragon_knight_breathe_fire,ability,dawnbreaker_solar_guardian,25,14,0.560000
ability,dragon_knight_breathe_fire,ability,keeper_of_the_light_spirit_form,25,13,0.520000
ability,dragon_knight_breathe_fire,ability,legion_commander_duel,25,14,0.560000
ability,dragon_knight_breathe_fire,ability,mars_bulwark,25,14,0.560000
ability,dragon_knight_breathe_fire,ability,ursa_enrage,25,15,0.600000
ability,dragon_knight_dragon_tail,ability,centaur_return,25,12,0.480000
ability,dragon_knight_dragon_tail,ability,jakiro_macropyre,25,15,0.600000
ability,dragon_knight_dragon_tail,ability,leshrac_split_earth,25,13,0.520000
ability,dragon_knight_dragon_tail,ability,marci_companion_run,25,10,0.400000
ability,dragon_knight_dragon_tail,ability,omniknight_purification,25,20,0.800000
ability,dragon_knight_dragon_tail,ability,snapfire_scatterblast,25,14,0.560000
ability,dragon_knight_dragon_tail,ability,terrorblade_conjure_image,25,8,0.320000
ability,dragon_knight_wyrms_wrath,ability,ancient_apparition_ice_vortex,25,15,0.600000
ability,dragon_knight_wyrms_wrath,ability,beastmaster_wild_axes,25,14,0.560000
ability,dragon_knight_wyrms_wrath,ability,bristleback_warpath,25,15,0.600000
ability,dragon_knight_wyrms_wrath,ability,broodmother_incapacitating_bite,25,12,0.480000
ability,dragon_knight_wyrms_wrath,ability,death_prophet_spirit_siphon,25,13,0.520000
ability,dragon_knight_wyrms_wrath,ability,faceless_void_time_dilation,25,13,0.520000
ability,dragon_knight_wyrms_wrath,ability,hoodwink_bushwhack,25,11,0.440000
ability,dragon_knight_wyrms_wrath,ability,medusa_stone_gaze,25,13,0.520000
ability,dragon_knight_wyrms_wrath,ability,naga_siren_mirror_image,25,16,0.640000
ability,dragon_knight_wyrms_wrath,ability,phantom_assassin_phantom_strike,25,15,0.600000
ability,dragon_knight_wyrms_wrath,ability,spectre_dispersion,25,13,0.520000
ability,dragon_knight_wyrms_wrath,ability,ursa_overpower,25,15,0.600000
ability,dragon_knight_wyrms_wrath,ability,viper_corrosive_skin,25,16,0.640000
ability,dragon_knight_wyrms_wrath,ability,void_spirit_astral_step,25,15,0.600000
ability,dragon_knight_wyrms_wrath,ability,void_spirit_resonant_pulse,25,15,0.600000
ability,dragon_knight_wyrms_wrath,ability,warlock_upheaval,25,9,0.360000
ability,drow_ranger_frost_arrows,ability,death_prophet_exorcism,25,12,0.480000
ability,drow_ranger_frost_arrows,ability,doom_bringer_doom,25,9,0.360000
ability,drow_ranger_frost_arrows,ability,earthshaker_enchant_totem,25,13,0.520000
ability,drow_ranger_frost_arrows,ability,ember_spirit_sleight_of_fist,25,12,0.480000
ability,drow_ranger_frost_arrows,ability,grimstroke_soul_chain,25,15,0.600000
ability,drow_ranger_frost_arrows,ability,muerta_the_calling,25,15,0.600000
ability,drow_ranger_frost_arrows,ability,sniper_assassinate,25,17,0.680000
ability,drow_ranger_frost_arrows,ability,wisp_spirits,25,9,0.360000
ability,drow_ranger_marksmanship,ability,earthshaker_fissure,25,10,0.400000
ability,drow_ranger_marksmanship,ability,lina_light_strike_array,25,10,0.400000
ability,drow_ranger_marksmanship,ability,muerta_dead_shot,25,16,0.640000
ability,drow_ranger_marksmanship,ability,naga_siren_ensnare,25,12,0.480000
ability,drow_ranger_marksmanship,ability,terrorblade_reflection,25,11,0.440000
ability,drow_ranger_marksmanship,ability,tidehunter_kraken_shell,25,13,0.520000
ability,drow_ranger_marksmanship,ability,tinker_laser,25,10,0.400000
ability,drow_ranger_multishot,ability,abyssal_underlord_atrophy_aura,25,11,0.440000
ability,drow_ranger_multishot,ability,antimage_counterspell,25,15,0.600000
ability,drow_ranger_multishot,ability,bane_nightmare,25,18,0.720000
ability,drow_ranger_multishot,ability,furion_wrath_of_nature,25,15,0.600000
ability,drow_ranger_multishot,ability,oracle_false_promise,25,13,0.520000
ability,drow_ranger_multishot,ability,phoenix_supernova,25,12,0.480000
ability,drow_ranger_multishot,ability,spectre_haunt,25,16,0.640000
ability,drow_ranger_multishot,ability,spirit_breaker_greater_bash,25,11,0.440000
ability,drow_ranger_multishot,ability,vengefulspirit_nether_swap,25,14,0.560000
ability,drow_ranger_multishot,ability,visage_grave_chill,25,14,0.560000
ability,drow_ranger_multishot,ability,winter_wyvern_winters_curse,25,13,0.520000
ability,earth_spirit_rolling_boulder,ability,monkey_king_jingu_mastery,25,8,0.320000
ability,earthshaker_aftershock,ability,puck_waning_rift,25,14,0.560000
ability,earthshaker_aftershock,ability,viper_nethertoxin,25,15,0.600000
ability,earthshaker_aftershock,ability,witch_doctor_maledict,25,16,0.640000
ability,earthshaker_echo_slam,ability,ember_spirit_sleight_of_fist,25,8,0.320000
ability,earthshaker_echo_slam,ability,magnataur_shockwave,25,8,0.320000
ability,earthshaker_echo_slam,ability,sandking_burrowstrike,25,15,0.600000
ability,earthshaker_echo_slam,ability,vengefulspirit_magic_missile,25,12,0.480000
ability,earthshaker_enchant_totem,ability,antimage_counterspell,25,14,0.560000
ability,earthshaker_enchant_totem,ability,clinkz_death_pact,25,8,0.320000
ability,earthshaker_enchant_totem,ability,dark_willow_terrorize,25,13,0.520000
ability,earthshaker_enchant_totem,ability,enchantress_enchant,25,6,0.240000
ability,earthshaker_enchant_totem,ability,furion_teleportation,25,12,0.480000
ability,earthshaker_enchant_totem,ability,magnataur_skewer,25,11,0.440000
ability,earthshaker_enchant_totem,ability,necrolyte_reapers_scythe,25,12,0.480000
ability,earthshaker_enchant_totem,ability,rattletrap_power_cogs,25,13,0.520000
ability,earthshaker_enchant_totem,ability,spirit_breaker_charge_of_darkness,25,9,0.360000
ability,earthshaker_enchant_totem,ability,tidehunter_ravage,25,9,0.360000
ability,earthshaker_enchant_totem,ability,witch_doctor_death_ward,25,11,0.440000
ability,earthshaker_fissure,ability,bounty_hunter_wind_walk,25,13,0.520000
ability,earthshaker_fissure,ability,centaur_stampede,25,12,0.480000
ability,earthshaker_fissure,ability,dark_willow_terrorize,25,11,0.440000
ability,earthshaker_fissure,ability,dazzle_shallow_grave,25,12,0.480000
ability,earthshaker_fissure,ability,disruptor_kinetic_field,25,13,0.520000
ability,earthshaker_fissure,ability,grimstroke_dark_artistry,25,12,0.480000
ability,earthshaker_fissure,ability,juggernaut_blade_fury,25,13,0.520000
ability,earthshaker_fissure,ability,shredder_chakram,25,15,0.600000
ability,earthshaker_fissure,ability,undying_decay,25,14,0.560000
ability,earthshaker_fissure,ability,vengefulspirit_command_aura,25,14,0.560000
ability,earthshaker_fissure,ability,void_spirit_astral_step,25,16,0.640000
ability,elder_titan_ancestral_spirit,ability,luna_lunar_orbit,25,11,0.440000
ability,elder_titan_ancestral_spirit,ability,razor_eye_of_the_storm,25,9,0.360000
ability,elder_titan_ancestral_spirit,ability,shadow_demon_demonic_purge,25,13,0.520000
ability,elder_titan_ancestral_spirit,ability,wisp_overcharge,25,9,0.360000
ability,elder_titan_earth_splitter,ability,dawnbreaker_fire_wreath,25,14,0.560000
ability,elder_titan_earth_splitter,ability,dawnbreaker_luminosity,25,11,0.440000
ability,elder_titan_earth_splitter,ability,monkey_king_jingu_mastery,25,8,0.320000
