kind,key,pool_appearances,deliberate_picks,pick_rate
ability,broodmother_spawn_spiderlings,4675,2262,0.483850
ability,warlock_shadow_word,4542,2174,0.478644
ability,leshrac_lightning_storm,4598,2181,0.474337
ability,storm_spirit_static_remnant,4449,2108,0.473814
ability,antimage_mana_void,4755,2209,0.464564
hero,antimage,4524,2098,0.463749
ability,monkey_king_tree_dance,4589,2117,0.461321
ability,keeper_of_the_light_illuminate,4666,2132,0.456922
ability,rubick_telekinesis,4494,2049,0.455941
ability,invoker_ice_wall_ad,1456,663,0.455357
ability,oracle_purifying_flames,4571,2079,0.454824
ability,morphling_adaptive_strike_agi,4501,2043,0.453899
ability,beastmaster_summon_raptor,4679,2120,0.453088
ability,kunkka_x_marks_the_spot,4497,2037,0.452969
ability,nevermore_requiem,4599,2047,0.445097
ability,shadow_demon_disseminate,4394,1942,0.441966
ability,winter_wyvern_splinter_blast,4441,1951,0.439315
ability,death_prophet_silence,4682,2052,0.438274
ability,spirit_breaker_nether_strike,4836,2093,0.432796
ability,witch_doctor_voodoo_restoration,4609,1953,0.423736
ability,rattletrap_rocket_flare,4521,1871,0.413846
ability,obsidian_destroyer_sanity_eclipse,4710,1868,0.396603
ability,abaddon_death_coil,4663,1806,0.387304
hero,ursa,4445,1700,0.382452
ability,oracle_fates_edict,4558,1719,0.377139
ability,wisp_relocate,4710,1775,0.376858
ability,undying_soul_rip,4566,1707,0.373850
ability,abyssal_underlord_dark_portal,4654,1634,0.351096
ability,tinker_march_of_the_machines,4395,1519,0.345620
ability,juggernaut_healing_ward,4583,1540,0.336024
hero,broodmother,4447,1491,0.335282
ability,templar_assassin_psionic_trap,4752,1576,0.331650
ability,chen_hand_of_god,4724,1553,0.328747
ability,shadow_demon_shadow_poison,4400,1442,0.327727
ability,lone_druid_savage_roar,4605,1490,0.323561
ability,pudge_flesh_heap,4583,1432,0.312459
ability,meepo_earthbind,4478,1380,0.308173
ability,treant_living_armor,4647,1401,0.301485
ability,earth_spirit_magnetize,4720,1308,0.277119
ability,elder_titan_echo_stomp,4499,1242,0.276061
ability,largo_amphibian_rhapsody,4630,1262,0.272570
ability,lycan_summon_wolves,4643,1249,0.269007
ability,earth_spirit_boulder_smash,4555,1218,0.267398
ability,chen_divine_favor,4552,1198,0.263181
ability,dazzle_nothl_projection,4753,1231,0.258994
ability,enigma_demonic_conversion,4417,1111,0.251528
ability,batrider_flamebreak,4550,1103,0.242418
hero,meepo,4426,1016,0.229553
ability,tinker_deploy_turrets,4398,838,0.190541
ability,furion_force_of_nature,4650,851,0.183011
ability,phoenix_sun_ray,4545,809,0.177998
ability,keeper_of_the_light_blinding_light,4660,812,0.174249
ability,visage_summon_familiars,4755,783,0.164669
ability,beastmaster_summon_razorback,4678,726,0.155195
ability,meepo_poof,4484,607,0.135370
ability,chen_holy_persuasion,4569,503,0.110090
ability,earth_spirit_geomagnetic_grip,4551,209,0.045924
